脸	1681
据	1679
意见	1676
标准	1672
别人	1668
家里	1668
错误	1661
确定	1659
以来	1659
最大	1653
指导	1652
保护	1649
物	1644
无产阶级	1643
会议	1642
之一	1638
上面	1638
信息	1637
接受	1637
回答	1636
满足	1636
不知	1632
减少	1630
发	1626
功能	1625
经常	1624
独立	1622
白	1621
力	1618
太阳	1616
苏联	1616
清楚	1615
画	1614
管	1613
战士	1612
增长	1606
队	1602
态度	1600
概念	1598
高度	1592
王	1592
资金	1590
及其	1586
加以	1585
上述	1582
面前	1582
派	1577
省	1577
词	1574
胜利	1574
手段	1573
以为	1570
必要	1570
竟	1567
边	1561
终于	1558
论	1556
信	1554
介绍	1554
二十	1547
吸收	1547
人口	1545
应用	1543
基础上	1541
今年	1540
风	1540
成功	1539
理想	1535
双	1535
说话	1534
重大	1533
教师	1532
化学	1527
进步	1525
有点	1522
英国	1522
动	1521
大小	1520
接着	1519
措施	1517
目标	1516
反	1512
破坏	1512
若	1509
重视	1504
平均	1502
一天	1501
相当	1499
普遍	1496
是否	1495
仅	1494
成立	1494
之中	1492
考虑	1491
办	1490
稳定	1485
计算	1483
统治	1483
穿	1482
忙	1479
帝国主义	1478
明白	1477
线	1477
巨大	1475
生物	1474
部队	1473
越	1468
职工	1467
新闻	1462
行动	1462
女	1461
民主	1460
忽然	1459
舞蹈	1456
马	1455
数量	1455
活	1455
发出	1453
资源	1450
电子	1450
作出	1450
讨论	1447
分之	1447
深	1446
黑	1446
子	1446
物体	1444
资料	1441
出去	1437
中央	1436
想到	1433
加	1432
意识	1431
观念	1429
道德	1429
设备	1429
来到	1428
厂	1427
广泛	1426
共	1424
投资	1422
实际上	1419
公司	1415
无法	1414
质	1412
余	1412
封建	1411
现代化	1411
报告	1408
随	1407
拉	1404
老师	1403
制	1403
入	1401
妇女	1401
先进	1399
故	1399
号	1397
喜欢	1396
下面	1395
底	1395
算	1392
达	1390
改造	1386
分配	1386
教学	1382
主张	1379
儿子	1378
爸爸	1375
每个	1374
不但	1373
前面	1371
其它	1371
训练	1368
平衡	1367
执行	1360
位置	1360
支	1359
不好	1356
逐步	1355
安排	1348
此外	1347
认真	1345
一片	1345
在于	1343
某种	1339
道路	1335
正常	1334
以下	1334
著名	1333
区别	1333
听到	1332
本质	1330
送	1329
期	1328
很快	1325
县	1324
角	1322
明确	1322
军事	1321
中间	1319
更加	1319
尤其	1317
曾经	1317
市	1315
支持	1313
称	1313
朋友	1310
并不是	1309
也许	1308
状况	1308
工具	1308
强调	1306
开展	1304
超过	1302
无论	1302
其实	1301
伟大	1301
里面	1299
这儿	1299
找到	1297
商业	1297
提	1295
带来	1294
一致	1293
举行	1291
九	1290
小时	1290
表明	1289
山	1289
集体	1289
尽管	1287
分为	1284
那是	1283
通常	1281
体系	1280
立即	1280
祖国	1280
机关	1280
么	1277
意思	1274
晚上	1274
原子	1273
教授	1271
检查	1270
回到	1266
这位	1264
限制	1262
权利	1257
感觉	1252
相对	1251
离	1250
解放	1250
短	1250
船	1248
有效	1247
古代	1247
去年	1245
相信	1243
朝	1242
三十	1240
转	1240
眼	1239
全面	1239
收入	1237
取	1230
机会	1230
观众	1229
法国	1227
她们	1227
初	1223
处于	1222
马上	1219
周围	1217
调节	1216
李	1215
转化	1214
密切	1214
习惯	1211
群	1209
至于	1209
性格	1207
系	1205
工厂	1205
国	1203
鱼	1202
面积	1200
留	1200
宗教	1199
调整	1198
实在	1197
领域	1197
机构	1196
表	1195
度	1195
哩	1195
故事	1194
有着	1193
女人	1189
差	1188
火	1188
唱	1186
综合	1186
另外	1186
汽车	1186
降低	1183
恢复	1183
不敢	1183
团	1182
国民经济	1182
脚	1182
求	1181
生产力	1180
型	1179
好象	1179
每天	1178
符合	1178
同学	1177
体现	1176
批	1172
形态	1170
宣传	1169
哭	1167
深入	1167
毛泽东	1165
哲学	1165
看来	1163
大学	1161
片	1159
比例	1159
欧洲	1158
越来越	1158
制造	1156
作家	1155
马克思主义	1155
西	1154
倍	1152
本来	1150
组	1150
卖	1149
书记	1144
类型	1141
制定	1141
设计	1140
车	1140
要是	1139
成果	1137
深刻	1136
紧张	1134
金属	1123
衣服	1122
来看	1122
均	1121
仿佛	1121
机械	1120
篇	1118
强烈	1116
千	1116
适当	1115
脸上	1114
从事	1113
言	1113
战斗	1110
睡	1109
原	1109
情绪	1107
流	1107
周	1107
不了	1105
即使	1104
个体	1103
电流	1103
一方面	1101
急	1100
等于	1099
同一	1097
能量	1097
别的	1095
显然	1095
海洋	1092
调查	1091
台	1089
神	1086
每年	1083
气候	1081
树	1080
出发	1080
成分	1079
接	1078
承认	1077
严格	1077
发育	1077
粮食	1076
喝	1075
贡献	1074
健康	1073
方	1073
嘛	1072
加工	1069
喊	1069
发表	1069
样子	1069
重新	1065
马克思	1064
一阵	1064
缺乏	1064
直到	1063
老人	1063
绝对	1062
成绩	1062
一边	1062
文艺	1060
立刻	1058
空间	1057
机器	1057
走到	1057
夜	1056
军队	1056
届	1054
发达	1054
劳动者	1053
后面	1053
落后	1052
负责	1052
试验	1052
演员	1051
消灭	1051
不得	1051
跳	1050
铁	1050
失去	1050
单	1049
以外	1047
品种	1047
土壤	1047
地上	1046
记者	1044
主义	1042
不足	1041
黄	1041
地面	1039
合作	1038
东	1037
那时	1037
不久	1037
气体	1037
国民党	1034
前进	1034
主任	1033
主体	1032
记	1032
不出	1032
相反	1031
一面	1030
表面	1030
距离	1030
附近	1029
联合	1028
多么	1028
溶液	1027
规模	1024
形势	1023
可见	1021
专门	1021
刺激	1021
审美	1021
刚才	1020
自身	1016
比赛	1016
作者	1015
令	1014
积累	1014
最近	1012
率	1011
各地	1008
多种	1007
方针	1007
满	1006
响	1005
结束	1005
意志	1005
手里	1004
突出	1004
牛	1000
颗	998
毛	998
军	998
代	997
表演	997
只好	997
断	997
命令	997
供应	997
显得	996
愿意	995
消费	995
责任	994
国内	993
医生	993
交换	993
不再	993
期间	992
呵	988
最高	984
班	984
金	983
队伍	982
且	982
传播	982
幅	982
飞机	982
想起	982
原理	981
追求	979
表达	979
弄	978
落	976
颜色	975
各国	975
开发	973
项目	973
回家	971
外国	971
打开	971
不管	970
文章	970
形	968
相应	967
回去	965
委员会	964
西方	964
十二	963
细	962
抓	962
兴趣	961
值	959
情感	958
充满	957
听说	957
批评	956
嘴	955
左	955
重点	954
整体	954
比如	954
政权	954
日子	952
依靠	951
装	950
及时	949
需	949
节	948
真的	947
有利于	946
决不	946
文字	945
是不是	945
哪里	943
不行	943
生产资料	943
工程	942
良好	939
妈	938
却是	937
大大	936
德国	936
南	935
定	933
女儿	932
显著	932
代替	930
跟着	930
分钟	930
科学家	930
战略	928
肯定	927
原始	926
当前	926
人才	925
股	924
双方	924
属	924
同意	922
建筑	920
含有	919
下降	919
顶	918
学者	918
究竟	917
照	917
热情	915
直	914
永远	913
身	912
普通	911
留下	909
消息	906
飞	905
般	904
事件	904
包	903
推动	902
一会儿	900
第一次	899
真实	899
痛苦	899
村	899
加上	899
总结	897
替	896
巩固	895
帮	892
竞争	892
个别	891
情形	891
舞台	887
读	887
治疗	886
先后	886
原料	885
为主	885
犯罪	885
也就是	884
须	884
丈夫	882
行政	882
田	881
银行	881
之外	880
摆	877
拍	877
状	877
便是	876
立	876
北	875
科技	874
坚决	873
社员	873
典型	872
冷	872
父母	871
人体	871
大气	870
看出	870
一系列	869
含	868
交通	867
贯彻	866
之前	866
年轻	865
年龄	865
成熟	864
清	863
势力	862
背	862
数学	862
遇到	862
营养	859
教	859
成本	859
合	858
共产党	858
掉	858
不够	857
饭	857
简直	857
排	857
维持	856
专业	856
乱	856
森林	856
批判	856
大会	856
一块	855
接触	855
轻轻	855
运输	854
将来	854
进来	854
改善	854
慢慢	853
土	853
财政	851
食物	851
兄弟	850
很少	850
安全	849
封	849
户	847
剥削	847
损失	846
团结	846
不大	846
到底	845
做到	844
人生	844
幸福	844
路线	842
毛主席	842
依据	841
难道	841
大概	841
指挥	841
上去	841
叶	841
蒋介石	839
既然	839
听见	838
种子	837
一时	837
地主	836
上升	836
权力	835
转移	833
确实	833
不住	832
读者	832
十一	831
平等	830
自我	830
增强	830
玻璃	828
关心	828
的话	828
产量	827
生成	826
笔	825
利润	825
卷	824
供	824
苦	823
欢迎	823
咱	823
工资	823
停	822
换	822
接近	821
想象	821
戏	821
防止	821
值得	820
亩	819
石	818
大部分	818
否定	818
呈	816
元素	816
停止	816
欣赏	816
导致	815
云	815
固定	815
宪法	815
反动	814
眼前	814
另一方面	814
病人	814
美丽	813
架	813
房子	812
休息	812
总之	812
避免	811
道理	811
海水	809
难以	809
最好	808
其次	808
凡	807
任	806
公民	806
尽	805
角度	804
渐渐	802
血	802
下午	801
石油	801
色彩	801
共产主义	800
外面	799
历史上	799
物理	798
电视	798
用于	798
压	798
主	797
关键	797
来自	796
借	796
设	796
轻	796
挂	795
生理	795
概括	795
队长	794
自然界	793
器	793
判断	793
总理	792
彻底	791
各级	791
狗	791
考察	790
抱	790
斤	789
感	789
差异	788
瞧	788
戏曲	786
风格	785
如今	785
五十	784
危险	784
圆	784
坏	783
见到	782
兵	781
抓住	781
差别	781
配合	781
盖	780
种类	780
好像	779
体制	779
破	779
英雄	778
激动	778
召开	778
克服	777
占有	776
失败	776
呼吸	775
连续	775
心情	773
一眼	771
统计	770
身子	770
电话	770
海	769
例	769
生存	768
有所	768
心理学	768
明天	768
天气	767
报	767
吨	766
不用	766
收	765
大约	765
报道	765
钟	764
宇宙	763
忘	763
东北	763
结论	762
今后	762
名字	762
日益	762
前提	761
销售	761
发动	760
成员	760
好好	760
补充	758
协调	758
主观	757
准确	756
完整	756
易	756
自觉	755
结婚	755
少数	755
真理	754
大陆	754
早已	754
学科	754
转变	754
未来	753
唯一	751
优秀	750
描写	749
经历	749
归	747
草	747
显示	746
杀	745
进攻	745
从来	745
否则	744
交	744
戏剧	744
旁边	744
说过	743
列宁	742
养	742
昨天	742
医院	741
兴奋	741
死亡	741
当地	740
克	740
怪	739
检验	739
成就	739
消耗	738
直线	738
份	737
奇怪	737
要素	736
上来	735
妻子	735
途径	735
推	731
趋势	731
烟	730
哪儿	730
进去	730
正式	730
烧	729
之下	729
劳动力	729
逻辑	727
业务	727
专家	725
国外	724
懂得	724
男	723
刚刚	723
演出	722
闹	722
仔细	721
级	721
消失	721
货币	721
玩	720
秒	720
大多数	720
传	719
诗	719
寻找	719
林	719
十五	718
完善	718
对方	717
首	717
积极性	716
四十	716
到处	716
学说	716
始终	716
色	716
酒	715
多数	715
走进	715
改进	714
报纸	713
刘	713
腿	712
探索	711
慢	710
一家	709
机	709
对立	709
堆	709
音	709
挺	709
意	708
错	707
药	707
亲自	707
硬	707
懂	706
生动	705
抽象	705
欲	705
主人	704
待	704
语	703
亮	703
改	702
给予	702
旁	702
允许	702
盐	701
财产	701
下列	701
个性	701
评价	701
全体	700
维护	700
义务	699
小说	699
适用	699
说法	698
章	698
足	697
爷爷	696
决心	696
如下	696
看法	695
有力	695
压迫	693
头上	693
离子	692
师傅	692
枪	692
套	691
费用	691
倾向	690
标志	689
猪	688
更为	688
记忆	687
用来	686
皇帝	686
带有	686
出口	686
液	686
继承	685
资本家	685
记载	685
疾病	684
各自	684
枝	684
著作	684
史	683
皮	682
翻	682
争取	681
环节	681
那儿	681
冲突	680
和平	680
身边	680
动力	680
杨	679
哥哥	678
谈话	676
层次	675
神经	675
记得	675
居民	675
内在	674
建议	674
此时	674
试	673
吃饭	672
从此	672
躺	671
彼此	671
燃烧	670
右	670
电影	670
恩格斯	670
制约	670
辐射	669
太太	669
能源	669
戴	669
使得	668
佛教	667
地下	667
压力	667
不得不	666
武器	666
反复	666
实施	666
阳光	666
晚	665
包含	665
一带	665
一旦	664
一百	664
主席	664
势	664
高级	663
肉	663
陈	663
强度	662
久	662
具备	662
宣布	662
观测	661
脱离	661
担任	661
明	660
遍	659
假	659
电	659
基本上	659
吸引	659
机制	659
爱情	658
发明	658
效率	657
侵略	656
空	656
知	656
心中	656
类似	656
不必	655
辆	655
诸	654
打击	654
念	654
已知	653
说道	653
圈	652
鼓励	652
电路	651
分离	650
平	650
人民群众	650
相似	650
人工	650
合同	649
划分	649
摸	649
只见	649
母	648
有机	648
雨	646
至今	646
赵	645
必	645
文	644
皆	644
棵	643
相等	643
有利	642
女子	642
多次	642
几十	642
吹	641
师	641
冲	641
古	641
主动	640
素质	640
弱	639
展开	639
十九	638
至少	638
支配	638
厚	638
食	637
产物	637
社	636
公里	636
周期	636
分解	636
石头	635
晶体	635
秩序	635
交流	634
移动	634
经济效益	634
由此	634
厂长	633
贵族	633
早就	632
氏	632
若干	632
理由	632
局面	631
摇	630
修	630
英	630
指示	630
言语	629
过渡	629
粒	629
头发	629
骂	628
不愿	628
季节	628
主题	628
上帝	628
走向	627
工人阶级	627
武装	627
稍	626
方便	626
答应	626
来源	625
虫	624
优势	624
各项	624
熟悉	624
多年	623
后者	623
天津	622
静	622
当作	622
遭到	622
针	622
集团	621
当年	621
紧紧	621
关	621
娘	620
思考	620
城	620
男女	619
门口	619
指标	619
今	619
中国共产党	619
规则	619
文明	618
暂时	618
北方	618
双手	617
十年	617
敢	615
轨道	615
举	615
卫生	613
传来	613
毕业	612
不肯	611
做好	611
向前	611
更是	611
赶	611
讲话	610
并非	610
最初	610
宽	610
广州	609
油	609
领	609
加入	609
通	609
善于	608
歌	608
怎么样	608
含量	608
估计	607
尚	607
可以说	606
初期	606
啥	606
不如	606
大力	605
劳动人民	605
对待	604
铁路	604
局	602
够	602
需求	601
春	601
素	600
灯	600
正如	600
组合	599
液体	598
批准	598
近代	597
差不多	596
微笑	596
负	595
紧	595
权	595
出版	595
爹	594
房间	593
不错	593
爬	593
特性	593
强大	593
员	592
果然	591
区域	591
厘米	591
交给	591
起义	590
菜	590
职业	590
这时候	589
合成	588
大型	588
十八	588
男子	588
符号	587
偏	587
促使	586
屋里	586
生产关系	585
方案	585
忘记	584
知识分子	582
记录	582
顺利	582
不变	581
那末	581
振动	581
杯	581
两者	581
印象	581
决策	580
事实上	580
脑袋	580
秘密	580
觉	580
牺牲	580
例子	580
白色	580
藏	579
功	579
行业	579
路上	579
反而	578
奶奶	578
垂直	577
以便	577
核	577
流通	577
散	577
购买	576
分裂	576
广	576
器官	576
前后	576
氧气	576
学会	575
资本	575
监督	575
干什么	574
沿着	574
兼	573
走出	573
皮肤	572
造	572
室	570
变为	570
一半	569
南京	569
价	569
目光	569
薄	569
自动	568
初步	568
远远	567
纷纷	567
科	567
工作者	566
天空	566
特定	566
顿	565
台湾	565
公社	565
尺	564
那位	564
揭示	564
极其	563
大队	563
到达	563
服从	563
规范	562
官	562
有可能	562
同志们	562
隔	562
抽	561
命	561
投入	560
企图	560
大声	560
碗	560
不能不	559
解	558
鸟	558
公开	558
不想	558
甲	557
丝	557
红军	557
民间	557
那天	557
洗	557
何	557
车间	557
凡是	556
腰	556
喂	556
感染	556
体育	556
一下子	555
完	555
沿	555
满意	555
开放	555
无数	555
命运	554
最终	554
香港	554
工	554
位于	554
激烈	553
鸡	553
敌	552
小组	552
做出	552
实	552
沉重	551
无限	551
跑到	551
示	551
测量	551
智力	550
通知	550
提到	550
颇	550
怎么办	549
外部	549
怀疑	549
民	548
贸易	548
横	548
才是	547
头脑	547
准	547
情	546
缺少	546
外界	546
测定	545
博士	545
哪些	545
姓	545
调	545
婚姻	545
模式	544
六十	543
四人帮	543
制成	543
小学	543
手中	542
保存	542
印度	542
练习	542
纸	542
一会	541
动机	541
理	540
抢	539
极为	539
再也	538
长江	538
不怕	538
全身	538
咬	536
看作	536
严肃	536
体积	536
最多	536
罢	535
定律	535
之所以	535
粗	535
鼻子	535
引导	535
绿色	534
体内	534
办公室	534
物资	534
再说	534
纪律	534
不论	534
非洲	534
布	533
鲜明	533
为此	533
壁	533
二氧化碳	533
画家	532
早期	532
异	532
公元	532
商品经济	532
写出	532
奴隶	531
密度	531
或是	531
间接	531
上级	531
的确	531
爆发	531
毫无	530
中国人	529
班长	529
红色	529
自已	528
而已	528
情节	527
费	527
热烈	527
抑制	527
犯	527
端	526
意大利	526
现	526
漂亮	526
意味	526
一句话	525
脑	525
叔叔	525
治	524
放下	524
男人	524
把握	524
退	524
得出	524
校长	524
小姐	523
内心	523
作战	523
唉	523
小伙子	523
一套	522
集	522
愈	522
苗	522
族	522
溶解	521
仅仅	521
发射	521
说完	521
反射	521
描述	520
波	520
平时	520
问道	520
照片	519
排列	519
中学	519
异常	518
消费者	517
三角形	517
分散	517
相比	516
涉及	516
阶级斗争	516
复	516
程序	516
国务院	515
拿出	515
走去	515
乐	515
是的	515
舞	515
电阻	514
整理	514
分类	514
故意	514
仪器	514
形状	514
一番	514
上午	513
时刻	513
不清	512
角色	512
操作	512
滴	512
绿	512
蛋白质	512
产业	511
保障	510
刀	510
穷	510
拖	510
鲁迅	510
锻炼	509
原有	509
消除	509
有限	509
绘画	508
从前	508
语音	508
流动	508
享受	508
各方面	508
前者	507
运动员	507
生气	507
俄国	507
恐怕	506
耳朵	506
回头	506
天下	506
经理	505
深深	505
调动	505
规划	504
党委	504
增大	504
单纯	503
热量	503
选	503
乃	502
面对	502
承担	502
打破	501
其余	501
气温	500
亲	500
供给	500
读书	499
繁殖	499
产	498
页	498
联想	498
样	498
挑	497
体验	496
露出	496
污染	496
缺点	496
品质	496
河	496
冰	495
围	495
床上	495
常见	495
平原	495
遗传	495
春天	494
甚	494
加快	493
毕竟	493
成长	493
据说	493
国王	493
假如	492
重复	492
酸	492
不良	491
放心	491
大批	491
艺术家	491
保留	491
态	491
眼泪	491
每次	490
第四	490
黑暗	490
流行	490
义	489
之类	489
尚未	489
近年来	489
常用	489
水分	489
似	489
神秘	489
亿	489
剩下	488
姐姐	488
凭	488
一生	487
面貌	487
统治阶级	487
加速	487
都会	486
吓	486
害	486
推广	486
房	486
不说	486
人数	485
吴	485
搞好	485
悄悄	485
争	485
传说	485
节奏	485
障碍	484
局部	484
偶然	484
拥有	484
转身	484
见过	483
不易	483
观	482
似地	482
一对	482
自然科学	482
呈现	481
作风	481
抗日	481
设立	481
总统	481
火车	480
客人	480
吸	479
尾巴	479
对比	479
闪	478
变动	478
子女	478
专	478
十三	478
整	477
美元	477
处在	477
威胁	477
大致	477
十七	476
建	476
精神文明	476
平行	476
天然	475
农产品	475
西北	474
构造	474
绕	474
广东	474
语法	473
南方	473
夏季	473
然	473
善	473
哦	473
眼光	473
拒绝	473
所在	472
引	472
唐	472
补	471
超	471
信仰	471
加热	471
送到	470
也就是说	470
战	469
现有	469
基督教	469
水中	469
营	469
算是	469
气氛	469
雪	468
财富	468
参与	468
心灵	467
乘	467
肌肉	467
楼	467
十六	467
课	466
学术	466
访问	466
嘴里	466
遵守	465
早晨	465
站起来	465
提倡	465
大门	465
上下	465
富有	465
愿望	464
可怜	464
文件	463
十几	463
诗人	463
适合	463
梦	463
照顾	463
担心	462
木	462
走上	462
球	462
夹	462
以至	462
绝不	462
结	461
昆虫	460
剂	460
龙	460
比重	459
株	459
电压	459
累	459
衣	459
孔	459
工艺	459
不停	459
突破	458
采	458
转动	458
节约	458
感受	458
尊重	458
负担	458
循环	458
公路	458
